slno,idx,audio_filepath,person,sex,start_sample,end_sample,start_second,end_second,duration_second,vowel_type
5531,53607,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FEAR0/SI1252.WAV,FEAR0,F,6642,7240,0.415125,0.4525,0.037375,ax
5532,1619,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FDRD1/SX374.WAV,FDRD1,F,26527,27488,1.6579375,1.718,0.0600625,ax
5533,12822,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FMAH0/SI1919.WAV,FMAH0,F,36052,36428,2.25325,2.27675,0.0235,ax
5534,53633,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FEAR0/SI622.WAV,FEAR0,F,32920,33717,2.0575,2.1073125,0.0498125,ax
5535,36294,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FLAC0/SI901.WAV,FLAC0,F,7210,7812,0.450625,0.48825,0.037625,ax
5536,16687,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FCAU0/SI1667.WAV,FCAU0,F,61596,61960,3.84975,3.8725,0.02275,ax
5537,22159,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FSMA0/SI2251.WAV,FSMA0,F,40030,40680,2.501875,2.5425,0.040625,ax
5538,22583,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FVMH0/SX116.WAV,FVMH0,F,18130,18600,1.133125,1.1625,0.029375,ax
5539,54380,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FLJA0/SI1078.WAV,FLJA0,F,67240,67635,4.2025,4.2271875,0.0246875,ax
5540,9222,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FMCM0/SA2.WAV,FMCM0,F,9640,10280,0.6025,0.6425,0.04,ax
5541,35832,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FGCS0/SX136.WAV,FGCS0,F,41539,42067,2.5961875,2.6291875,0.033,ax
5542,53165,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FBMH0/SX416.WAV,FBMH0,F,2520,3720,0.1575,0.2325,0.075,ax
5543,12363,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FHES0/SX29.WAV,FHES0,F,24726,25274,1.545375,1.579625,0.03425,ax
5544,1433,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FCMR0/SX115.WAV,FCMR0,F,38000,38934,2.375,2.433375,0.058375,ax
5545,37476,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FSLS0/SX426.WAV,FSLS0,F,22020,22308,1.37625,1.39425,0.018,ax
5546,21826,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FMEM0/SX207.WAV,FMEM0,F,12590,13242,0.786875,0.827625,0.04075,ax
5547,46,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FAKS0/SI2203.WAV,FAKS0,F,16340,16751,1.02125,1.0469375,0.0256875,ax
5548,45912,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FPAF0/SA2.WAV,FPAF0,F,22809,23853,1.4255625,1.4908125,0.06525,ax
5549,21526,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FJSP0/SI1434.WAV,FJSP0,F,11195,12120,0.6996875,0.7575,0.0578125,ax
5550,21428,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FETB0/SI1778.WAV,FETB0,F,36302,37263,2.268875,2.3289375,0.0600625,ax
5551,67335,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FLEH0/SX61.WAV,FLEH0,F,32041,32715,2.0025625,2.0446875,0.042125,ax
5552,35799,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FGCS0/SI2116.WAV,FGCS0,F,21096,21514,1.3185,1.344625,0.026125,ax
5553,37469,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FSLS0/SX246.WAV,FSLS0,F,31060,31456,1.94125,1.966,0.02475,ax
5554,1805,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FJRE0/SI1587.WAV,FJRE0,F,39400,40440,2.4625,2.5275,0.065,ax
5555,26157,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FCYL0/SX397.WAV,FCYL0,F,35634,36261,2.227125,2.2663125,0.0391875,ax
5556,11918,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FASW0/SX380.WAV,FASW0,F,35160,36360,2.1975,2.2725,0.075,ax
5557,53914,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FGDP0/SX178.WAV,FGDP0,F,41480,42268,2.5925,2.64175,0.04925,ax
5558,12679,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FJSA0/SI1379.WAV,FJSA0,F,15420,16030,0.96375,1.001875,0.038125,ax
5559,21612,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FJSP0/SX84.WAV,FJSP0,F,3040,3674,0.19,0.229625,0.039625,ax
5560,61934,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FBCH0/SX236.WAV,FBCH0,F,10206,10280,0.637875,0.6425,0.004625,ax
5561,19843,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/FMLD0/SX115.WAV,FMLD0,F,29953,30760,1.8720625,1.9225,0.0504375,ax
5562,63218,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FSGF0/SX297.WAV,FSGF0,F,32095,32960,2.0059375,2.06,0.0540625,ax
5563,27213,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FLMC0/SX112.WAV,FLMC0,F,16000,16560,1.0,1.035,0.035,ax
5564,75993,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FCLT0/SX358.WAV,FCLT0,F,14890,15600,0.930625,0.975,0.044375,ax
5565,62674,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FPAD0/SX176.WAV,FPAD0,F,26666,26986,1.666625,1.686625,0.02,ax
5566,36058,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FJLG0/SX179.WAV,FJLG0,F,18360,19240,1.1475,1.2025,0.055,ax
5567,75743,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FBCG1/SX352.WAV,FBCG1,F,30960,32126,1.935,2.007875,0.072875,ax
5568,53409,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FDMY0/SX117.WAV,FDMY0,F,27028,27765,1.68925,1.7353125,0.0460625,ax
5569,191,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FDAC1/SX124.WAV,FDAC1,F,16760,17809,1.0475,1.1130625,0.0655625,ax
5570,36212,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FJLR0/SX331.WAV,FJLR0,F,30360,31289,1.8975,1.9555625,0.0580625,ax
5571,44823,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FCAG0/SX243.WAV,FCAG0,F,37180,38200,2.32375,2.3875,0.06375,ax
5572,55208,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FSAG0/SX63.WAV,FSAG0,F,42005,42652,2.6253125,2.66575,0.0404375,ax
5573,44726,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FBMJ0/SX426.WAV,FBMJ0,F,22516,23686,1.40725,1.480375,0.073125,ax
5574,25634,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FAEM0/SX222.WAV,FAEM0,F,21210,21681,1.325625,1.3550625,0.0294375,ax
5575,8784,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FJMG0/SX101.WAV,FJMG0,F,60240,61160,3.765,3.8225,0.0575,ax
5576,21818,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FMEM0/SX117.WAV,FMEM0,F,26026,27028,1.626625,1.68925,0.062625,ax
5577,66549,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FJEN0/SX417.WAV,FJEN0,F,41270,41880,2.579375,2.6175,0.038125,ax
5578,63085,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FSDJ0/SX35.WAV,FSDJ0,F,10193,11160,0.6370625,0.6975,0.0604375,ax
5579,7877,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FADG0/SI649.WAV,FADG0,F,12599,13240,0.7874375,0.8275,0.0400625,ax
5580,76492,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FNKL0/SX442.WAV,FNKL0,F,8896,9760,0.556,0.61,0.054,ax
5581,9513,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FREW0/SI1910.WAV,FREW0,F,18320,18840,1.145,1.1775,0.0325,ax
5582,27823,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FRLL0/SI805.WAV,FRLL0,F,22360,23180,1.3975,1.44875,0.05125,ax
5583,102,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FAKS0/SX403.WAV,FAKS0,F,22990,23895,1.436875,1.4934375,0.0565625,ax
5584,53271,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FCDR1/SX106.WAV,FCDR1,F,18360,19000,1.1475,1.1875,0.04,ax
5585,53687,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FEAR0/SX442.WAV,FEAR0,F,4454,4868,0.278375,0.30425,0.025875,ax
5586,55946,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FTBW0/SX355.WAV,FTBW0,F,17295,18000,1.0809375,1.125,0.0440625,ax
5587,36919,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FPAZ0/SI2223.WAV,FPAZ0,F,63000,63837,3.9375,3.9898125,0.0523125,ax
5588,17312,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FMML0/SI1670.WAV,FMML0,F,28073,29050,1.7545625,1.815625,0.0610625,ax
5589,8925,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FLBW0/SX319.WAV,FLBW0,F,31800,33000,1.9875,2.0625,0.075,ax
5590,2057,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FPAS0/SI2204.WAV,FPAS0,F,17295,17879,1.0809375,1.1174375,0.0365,ax
5591,61925,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FBCH0/SX146.WAV,FBCH0,F,14014,14983,0.875875,0.9364375,0.0605625,ax
5592,36110,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FJLG0/SX89.WAV,FJLG0,F,27864,28240,1.7415,1.765,0.0235,ax
5593,54763,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FLOD0/SI1917.WAV,FLOD0,F,5765,6475,0.3603125,0.4046875,0.044375,ax
5594,25705,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FAJW0/SI1263.WAV,FAJW0,F,37710,39171,2.356875,2.4481875,0.0913125,ax
5595,12593,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FJCS0/SX139.WAV,FJCS0,F,19634,20428,1.227125,1.27675,0.049625,ax
5596,26999,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FKAA0/SX38.WAV,FKAA0,F,18840,19480,1.1775,1.2175,0.04,ax
5597,53443,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FDMY0/SX297.WAV,FDMY0,F,44145,44825,2.7590625,2.8015625,0.0425,ax
5598,67431,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FLET0/SX277.WAV,FLET0,F,2760,3560,0.1725,0.2225,0.05,ax
5599,73424,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MREM0/SX151.WAV,MREM0,M,32000,33169,2.0,2.0730625,0.0730625,ux
5600,59063,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MMVP0/SX294.WAV,MMVP0,M,35425,41399,2.2140625,2.5874375,0.373375,ux
5601,70265,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MDLM0/SI1234.WAV,MDLM0,M,17770,19560,1.110625,1.2225,0.111875,ux
5602,10150,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/MDRM0/SX23.WAV,MDRM0,M,8120,9022,0.5075,0.563875,0.056375,ux
5603,30186,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJAE0/SX174.WAV,MJAE0,M,23160,24520,1.4475,1.5325,0.085,ux
5604,52443,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MTAS0/SA1.WAV,MTAS0,M,16230,18040,1.014375,1.1275,0.113125,ux
5605,43626,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MTLB0/SA1.WAV,MTLB0,M,19885,22280,1.2428125,1.3925,0.1496875,ux
5606,46770,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MCDR0/SA1.WAV,MCDR0,M,18590,20637,1.161875,1.2898125,0.1279375,ux
5607,5328,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MCSH0/SX199.WAV,MCSH0,M,37770,39800,2.360625,2.4875,0.126875,ux
5608,24756,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MRSO0/SI2289.WAV,MRSO0,M,38230,38680,2.389375,2.4175,0.028125,ux
5609,6453,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MKCH0/SA1.WAV,MKCH0,M,16099,17320,1.0061875,1.0825,0.0763125,ux
5610,43593,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MTKP0/SX303.WAV,MTKP0,M,7644,9733,0.47775,0.6083125,0.1305625,ux
5611,14558,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MLIH0/SI1813.WAV,MLIH0,M,34046,35320,2.127875,2.2075,0.079625,ux
5612,75022,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MTMN0/SX254.WAV,MTMN0,M,2750,5000,0.171875,0.3125,0.140625,ux
5613,31166,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJRP0/SI1845.WAV,MJRP0,M,15578,17560,0.973625,1.0975,0.123875,ux
5614,72621,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MKDB0/SX62.WAV,MKDB0,M,12792,14400,0.7995,0.9,0.1005,ux
5615,30887,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJMD0/SA1.WAV,MJMD0,M,20759,23356,1.2974375,1.45975,0.1623125,ux
5616,14153,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MDWK0/SA1.WAV,MDWK0,M,17240,19663,1.0775,1.2289375,0.1514375,ux
5617,63563,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MAJP0/SX354.WAV,MAJP0,M,27311,28286,1.7069375,1.767875,0.0609375,ux
5618,871,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/MREB0/SX295.WAV,MREB0,M,45430,48353,2.839375,3.0220625,0.1826875,ux
5619,39973,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MFMC0/SI1762.WAV,MFMC0,M,8301,10259,0.5188125,0.6411875,0.122375,ux
5620,74401,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MTAB0/SX312.WAV,MTAB0,M,39869,40581,2.4918125,2.5363125,0.0445,ux
5621,28850,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MCTM0/SX180.WAV,MCTM0,M,34890,35520,2.180625,2.22,0.039375,ux
5622,56919,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MDWH0/SX125.WAV,MDWH0,M,32167,33472,2.0104375,2.092,0.0815625,ux
5623,48221,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MJAC0/SI701.WAV,MJAC0,M,52840,53800,3.3025,3.3625,0.06,ux
5624,41878,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MMJB1/SA1.WAV,MMJB1,M,19720,21880,1.2325,1.3675,0.135,ux
5625,29158,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MDLB0/SA2.WAV,MDLB0,M,17127,17800,1.0704375,1.1125,0.0420625,ux
5626,25022,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MTJS0/SX112.WAV,MTJS0,M,39884,41787,2.49275,2.6116875,0.1189375,ux
5627,28511,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MARC0/SX378.WAV,MARC0,M,34046,34631,2.127875,2.1644375,0.0365625,ux
5628,7528,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MTDT0/SX274.WAV,MTDT0,M,14750,18130,0.921875,1.133125,0.21125,ux
5629,6180,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MJJG0/SX193.WAV,MJJG0,M,22964,23611,1.43525,1.4756875,0.0404375,ux
5630,50500,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MMBS0/SX251.WAV,MMBS0,M,37839,38558,2.3649375,2.409875,0.0449375,ux
5631,69381,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MCLK0/SI2290.WAV,MCLK0,M,8146,9608,0.509125,0.6005,0.091375,ux
5632,71349,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MGAW0/SX85.WAV,MGAW0,M,22653,23352,1.4158125,1.4595,0.0436875,ux
5633,43993,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MVJH0/SA1.WAV,MVJH0,M,16219,18214,1.0136875,1.138375,0.1246875,ux
5634,37696,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MAKB0/SX116.WAV,MAKB0,M,16696,18673,1.0435,1.1670625,0.1235625,ux
5635,69508,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MCRE0/SI1121.WAV,MCRE0,M,20480,21840,1.28,1.365,0.085,ux
5636,58555,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MJXA0/SX337.WAV,MJXA0,M,17865,19676,1.1165625,1.22975,0.1131875,ux
5637,65116,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MRXB0/SI955.WAV,MRXB0,M,30813,31800,1.9258125,1.9875,0.0616875,ux
5638,70540,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MDLR1/SI669.WAV,MDLR1,M,60694,61822,3.793375,3.863875,0.0705,ux
5639,69639,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MCTH0/SI1839.WAV,MCTH0,M,3091,4052,0.1931875,0.25325,0.0600625,ux
5640,22698,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MCPM0/SX114.WAV,MCPM0,M,8680,9560,0.5425,0.5975,0.055,ux
5641,77128,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/MEJS0/SX70.WAV,MEJS0,M,5138,6767,0.321125,0.4229375,0.1018125,ux
5642,46753,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MBWP0/SX79.WAV,MBWP0,M,6475,7680,0.4046875,0.48,0.0753125,ux
5643,58895,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MMDM1/SX153.WAV,MMDM1,M,20930,22920,1.308125,1.4325,0.124375,ux
5644,23606,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MKLS0/SX87.WAV,MKLS0,M,36100,38280,2.25625,2.3925,0.13625,ux
5645,37662,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MAKB0/SI1016.WAV,MAKB0,M,50025,51531,3.1265625,3.2206875,0.094125,ux
5646,77126,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/MEJS0/SX430.WAV,MEJS0,M,55560,57880,3.4725,3.6175,0.145,ux
5647,42284,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MRBC0/SI1665.WAV,MRBC0,M,26360,27864,1.6475,1.7415,0.094,ux
5648,3080,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MDLD0/SI913.WAV,MDLD0,M,2770,4052,0.173125,0.25325,0.080125,ux
5649,23763,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MMGG0/SI1079.WAV,MMGG0,M,38760,39480,2.4225,2.4675,0.045,ux
5650,43650,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MTLB0/SI1134.WAV,MTLB0,M,13535,14551,0.8459375,0.9094375,0.0635,ux
